"","asc_dp_a","asc_do_a","asc_wp_a","asc_wo_a","asc_ba_a","asc_bp_a","asc_bo_a","asc_dp_b","asc_do_b","asc_wp_b","asc_wo_b","asc_ba_b","asc_bp_b","asc_bo_b","delta_b","gamma_female_b","beta_nadults_dp_a","beta_nadults_do_a","beta_nadults_wp_a","beta_nadults_wo_a","beta_nadults_ba_a","beta_nadults_bp_a","beta_nadults_bo_a","beta_nadults_dp_b","beta_nadults_do_b","beta_nadults_wp_b","beta_nadults_wo_b","beta_nadults_ba_b","beta_nadults_bp_b","beta_nadults_bo_b","lambda_alone","lambda_others","lambda_parent","lambda_walk","lambda_drive","lambda_bike"
"asc_dp_a",-3978552.06930664,-9.21413887398181e-10,4084953.44913288,-114203.20141744,1.11292162612259,-2.30561223677767e-09,-3.59951746092976e-10,-1743.50659989608,-203.558721930864,2916.21857375711,148.314508866009,-1811.84616789149,-1348.50369080996,-541.171799016064,11420.8446835413,4765.78560472795,-9.73909301795327e-10,-14589372.6749669,8134464.19580352,519762.850120235,1.12934536147074,-0.0869033809985284,-7.79650529714346e-10,-386.9459876486,-3384.68957112565,5256.72480709586,290.994582296929,-3194.06082097482,-2441.89342106954,-1012.81985466051,0.0841343084813131,762784366.889287,4859402.04624329,5364.70193595939,-695.24046457264,-3684.62505335697
"asc_do_a",-9.21413887398181e-10,0,-3.63325971718832e-10,1.01753033658221e-12,-4.83054651557813e-17,1.32115125382919e-24,0,3.10671901911519e-15,6.93843378009002e-17,1.30694730997744e-14,-9.02744358134975e-16,-1.44126340054808e-14,-3.86329370338347e-15,-5.69341486717694e-15,1.56691069442841e-13,-1.20264952320183e-14,0,6.43737501290609e-10,-4.76936128218322e-11,-5.83309267594782e-10,-1.74604659436792e-16,-2.22033973993289e-17,0,1.85649896813644e-15,1.72321944899837e-15,1.5112859694869e-15,-3.3956961989195e-15,1.24619816190491e-13,-2.07606413339438e-14,1.98305706740532e-15,-3.62462647804677e-18,2.26539393040847e-07,4.77663402959925e-12,-1.31340455685643e-13,-1.03342835029677e-14,-7.38447690452171e-14
"asc_wp_a",4084953.44913288,-3.63325971718832e-10,-4554733.91031643,290906.606616896,-1.08446218347485,-2.24478735646063e-09,-1.41933847220826e-10,2049.78084462147,232.153720437267,-3403.15758968309,-158.606929420823,2057.50649205103,1507.28878041552,592.773991059882,-12892.2925721019,-5512.33467856226,-3.84025624402038e-10,8331296.530633,-7219284.20800101,1698884.43501108,-1.09158652991009,-0.0879757371003323,-3.0742676031228e-10,415.628419828493,3694.90865297037,-5735.80185510181,-299.519637872392,3439.44953570099,2599.43456326696,1064.36646158543,-0.08200972911693,2477946044.00111,-4627523.29191367,-6012.88888781805,800.03523444701,4114.32648320786
"asc_wo_a",-114203.20141744,1.01753033658221e-12,290906.606616896,-390602.201479943,0.3161046049224,3.74784332076305e-12,3.97499784151902e-13,-193.410948533319,-21.2754705855556,417.488282632627,8.34854655907404,-246.467922605659,-158.156126607853,-52.5644592218523,1468.5553438505,647.001234923195,1.07550176224781e-12,82463.1677971801,1279610.58817767,1720376.67556132,0.313591002403025,-1.059840137428e-05,8.60979063552918e-13,-21.6756035124984,-193.307132803285,423.594119687491,6.60594986141409,-250.1234229154,-161.430790289554,-53.3867678960639,0.0244493456095053,2588520446.42755,-96436.0264221692,536.664190283422,-72.3510330518545,-436.925270114115
"asc_ba_a",1.11292162612259,-4.83054651557813e-17,-1.08446218347485,0.3161046049224,-0.213324432693331,-1.19407394656512e-17,-1.88706039343023e-17,0.00246432697832685,1.74691219033769e-05,0.00184844869217015,1.91362949917022e-05,-0.00244453463682675,-0.00158986724586279,-0.000526513266025504,0.014649810338257,0.00609987124587237,-5.10575567464128e-17,0.669525873001111,-4.10124651783063,4.81085459606725,-0.224984979463992,-3.78443953309453e-17,-4.08734684943247e-17,4.72161672395432e-05,0.00259422828861252,0.00190385297656605,2.04524279491986e-05,-0.00253161588006373,-0.00164983629219576,-0.000561512715090059,-0.0230086352059101,7028.54713742715,-0.501688100958561,0.00185439808534094,0.000495124991309567,-0.00432364729914018
"asc_bp_a",-2.30561223677767e-09,1.32115125382919e-24,-2.24478735646063e-09,3.74784332076305e-12,-1.19407394656512e-17,1.60418754314588e-09,5.16109760415663e-25,5.20031078733561e-16,-3.54494910295437e-14,-1.40844167743241e-13,3.23955816562976e-14,-2.4130057508936e-15,-6.46798652036679e-16,-2.85025674701268e-15,-1.05144330074039e-12,-4.99630722410322e-13,1.39642077548455e-24,-1.04357689887266e-08,-1.05257465636356e-08,-9.56655149960241e-11,-2.92355915319974e-17,0.0705046260139085,1.11788664026894e-24,-1.60066266766477e-09,-4.66785094242038e-15,-1.28442206965489e-12,2.29492296566084e-13,2.08642367703441e-14,-3.47601754692819e-15,-2.10731832240306e-14,-6.06910053762436e-19,5.83501203106325e-09,5.31159191281014e-07,-8.26170607924858e-13,-6.94264875727486e-15,-1.46999345441562e-14
"asc_bo_a",-3.59951746092976e-10,0,-1.41933847220826e-10,3.97499784151902e-13,-1.88706039343023e-17,5.16109760415663e-25,0,1.21364454220291e-15,2.71050978116484e-17,5.10560967999174e-15,-3.52658465897253e-16,-5.63031754461708e-15,-1.50920160117138e-15,-2.22414123631114e-15,6.1211606222246e-14,-4.69816877881842e-15,0,2.51477040648239e-10,-1.86315828831025e-11,-2.27870658619912e-10,-6.8209577584848e-17,-8.67379119458716e-18,0,7.25244164799245e-16,6.7317831655417e-16,5.90386178244725e-16,-1.32653392001043e-15,4.86829220278164e-14,-8.11017632832113e-15,7.7468428007977e-16,-1.41596588411735e-18,8.84979607960454e-08,1.86599939822523e-12,-5.13083501380573e-14,-4.03710367554463e-15,-2.8847572107595e-14
"asc_dp_b",-1743.50659989608,3.10671901911519e-15,2049.78084462147,-193.410948533319,0.00246432697832685,5.20031078733561e-16,1.21364454220291e-15,-13.5829058086322,-5.84771478093829,0.556448655249423,0.313801781430084,5.72352899821649,4.25845890925154,1.70562850467036,84.160848053046,32.7449251573365,3.28371711362456e-15,-3549.35795905473,3971.79220679098,-517.528119203717,0.00259733099820854,-6.32670407081837e-08,2.62873738072941e-15,-11.2511120858956,-23.8046748383097,0.639811833116333,0.609263481210675,10.1017237486686,7.69517470899626,3.1686988287867,0.000174851423518873,-756733.782010154,2448.73407040321,4.01846322315229,-10.8569021629243,11.6402939781146
"asc_do_b",-203.558721930864,6.93843378009002e-17,232.153720437267,-21.2754705855556,1.74691219033769e-05,-3.54494910295437e-14,2.71050978116484e-17,-5.84771478093829,-12.3952477730391,2.36519964880722,0.456744673858461,3.59924670822013,2.72169542815084,1.11076055215067,3.04188044631762,1.13505891436553,7.33373491624012e-17,-392.14312218651,468.769235279321,-91.7644888244571,3.84896378952649e-05,-7.85991609207942e-09,5.87092689400438e-17,-23.4939150856527,-11.2511567919772,4.15533015105825,0.942335074271428,6.68052704051094,5.14550551187095,2.1463658274175,-4.81776092384576e-06,-134245.067701242,268.478395209094,7.30365436867922,-24.4920013807066,7.43994002635658
"asc_wp_b",2916.21857375711,1.30694730997744e-14,-3403.15758968309,417.488282632627,0.00184844869217015,-1.40844167743241e-13,5.10560967999174e-15,0.556448655249423,2.36519964880722,-27.987996352238,-4.11692004838745,51.7045796909483,38.2671001464919,15.2444788122432,40.8264980491561,17.2591358759327,1.38140759494909e-14,5229.44899785654,-7086.94796390921,2216.71687814643,0.00190429145597451,-2.26348088806977e-05,1.10586803223676e-14,4.15533776097355,0.639810669019555,-46.1955262575793,-7.80789913047156,89.6717187400145,68.1512157776053,28.0294212951991,0.00013441436193376,3239243.91871919,-3725.05922577442,-75.9062048419903,4.25193984398415,104.605148936062
"asc_wo_b",148.314508866009,-9.02744358134975e-16,-158.606929420823,8.34854655907404,1.91362949917022e-05,3.23955816562976e-14,-3.52658465897253e-16,0.313801781430084,0.456744673858461,-4.11692004838745,-2.30938702917976,9.32223837963508,7.30939624536939,3.13996312454444,1.69722649865103,0.478330291330462,-9.54176119499888e-16,289.62316301215,-322.196854778822,40.922201330338,2.00657461635697e-05,7.28120683082782e-06,-7.63853385153526e-16,0.942346394668316,0.609263964978266,-7.80789962952018,-5.68039602151989,19.0592946501776,15.3018349326068,6.79187337341186,1.34135181382091e-06,64257.0358071849,-187.443587064147,-15.7901960408365,0.841567554237306,19.9973592533657
"asc_ba_b",-1811.84616789149,-1.44126340054808e-14,2057.50649205103,-246.467922605659,-0.00244453463682675,-2.4130057508936e-15,-5.63031754461708e-15,5.72352899821649,3.59924670822013,51.7045796909483,9.32223837963508,-130.045124559474,-72.8957069356358,-30.1953604510304,-61.3374563140396,-24.8710699560144,-1.52337603256066e-14,-3099.31702050025,4349.13740118606,-1512.55972674817,-0.00253211216207728,2.25546620572653e-08,-1.21951903380594e-14,6.68054967468922,10.1017219135226,89.671718237518,19.0592944466752,-239.172433245927,-141.651749299816,-60.5714160911555,-0.000178648434191351,-2212541.03430444,2212.27572576381,153.662014725505,7.3566791957828,-226.504423249623
"asc_bp_b",-1348.50369080996,-3.86329370338347e-15,1507.28878041552,-158.156126607853,-0.00158986724586279,-6.46798652036679e-16,-1.50920160117138e-15,4.25845890925154,2.72169542815084,38.2671001464919,7.30939624536939,-72.8957069356358,-81.289939217054,-23.5154738076422,-46.0461745117275,-18.6560969829682,-4.08339588186231e-15,-2374.36524677871,3181.86759989771,-967.187982414227,-0.001653098721425,4.11518320973694e-08,-3.2689099040933e-15,5.14552897755098,7.69516649891483,68.151215785442,15.3018398226746,-141.65174818413,-154.564032133034,-48.4186661189485,-0.000102670135155525,-1415269.23342842,1650.25936118658,116.500781354866,5.54038954523919,-176.167854327221
"asc_bo_b",-541.171799016064,-5.69341486717694e-15,592.773991059882,-52.5644592218523,-0.000526513266025504,-2.85025674701268e-15,-2.22414123631114e-15,1.70562850467036,1.11076055215067,15.2444788122432,3.13996312454444,-30.1953604510304,-23.5154738076422,-19.8124613201833,-18.6629702422953,-7.55463481167539,-6.01778394482484e-15,-987.159869611341,1250.71345750008,-319.659388584337,-0.000554836555008463,6.6353013813997e-08,-4.81745931745417e-15,2.14653128179295,3.1687025480515,28.0294327599696,6.79187382397644,-60.5714114080716,-48.4186261988098,-38.0410748073006,-3.63967898220204e-05,-468044.812221314,664.16618892912,47.8619448811266,2.25023132155063,-83.2383663430034
"delta_b",11420.8446835413,1.56691069442841e-13,-12892.2925721019,1468.5553438505,0.014649810338257,-1.05144330074039e-12,6.1211606222246e-14,84.160848053046,3.04188044631762,40.8264980491561,1.69722649865103,-61.3374563140396,-46.0461745117275,-18.6629702422953,-1486.11937307546,-617.374094233016,1.65618178894122e-13,20153.3174189639,-27670.8262395188,9016.4965200909,0.0151969609248373,-0.000155617393792132,1.32583496909925e-13,6.10479537802001,159.103891456844,74.0581760562301,4.29573724164087,-111.190929471791,-85.4455232167985,-35.6391940284598,0.00106689881105984,13201948.2529604,-13948.180421879,60.5322851378547,21.6038881793009,-125.878875527283
"gamma_female_b",4765.78560472795,-1.20264952320183e-14,-5512.33467856226,647.001234923195,0.00609987124587237,-4.99630722410322e-13,-4.69816877881842e-15,32.7449251573365,1.13505891436553,17.2591358759327,0.478330291330462,-24.8710699560144,-18.6560969829682,-7.55463481167539,-617.374094233016,-617.374093040667,-1.27116768421336e-14,8434.41493752602,-11796.2941324819,3951.11114281881,0.00632048257260198,-6.05291061001168e-05,-1.01761689361191e-14,2.27293547706338,61.6150112834365,31.3094941677829,1.11725032753212,-44.9724440979701,-34.5454279353098,-14.3972382590766,0.000445355351343563,5779512.1337099,-5844.23841357099,25.241573726117,8.31378609147554,-51.0012215761253
"beta_nadults_dp_a",-9.73909301795327e-10,0,-3.84025624402038e-10,1.07550176224781e-12,-5.10575567464128e-17,1.39642077548455e-24,0,3.28371711362456e-15,7.33373491624012e-17,1.38140759494909e-14,-9.54176119499888e-16,-1.52337603256066e-14,-4.08339588186231e-15,-6.01778394482484e-15,1.65618178894122e-13,-1.27116768421336e-14,0,6.80412949051285e-10,-5.04108455479949e-11,-6.16541957206775e-10,-1.84552354037629e-16,-2.34683843540985e-17,0,1.96226868139243e-15,1.82139587146128e-15,1.5973879745965e-15,-3.58915809651738e-15,1.31719740537722e-13,-2.19434306155915e-14,2.09603713418138e-15,-3.83113114614681e-18,2.39445948365879e-07,5.04877165009396e-12,-1.38823272845906e-13,-1.09230552833863e-14,-7.80519031085384e-14
"beta_nadults_do_a",-14589372.6749669,6.43737501290609e-10,8331296.530633,82463.1677971801,0.669525873001111,-1.04357689887266e-08,2.51477040648239e-10,-3549.35795905473,-392.14312218651,5229.44899785654,289.62316301215,-3099.31702050025,-2374.36524677871,-987.159869611341,20153.3174189639,8434.41493752602,6.80412949051285e-10,-18630009.2224035,18262173.0255402,458852.303330383,0.717410687147864,-0.432360504626573,5.44695810148263e-10,-776.92040692292,-6977.86809655411,10191.9247827978,587.585662298158,-5961.29500362423,-4662.4964825222,-1990.51375417393,0.0469240178094142,669873495.78576,10289298.4460158,10179.2141456276,-1375.08290891141,-6492.15028069653
"beta_nadults_wp_a",8134464.19580352,-4.76936128218322e-11,-7219284.20800101,1279610.58817767,-4.10124651783063,-1.05257465636356e-08,-1.86315828831025e-11,3971.79220679098,468.769235279321,-7086.94796390921,-322.196854778822,4349.13740118606,3181.86759989771,1250.71345750008,-27670.8262395188,-11796.2941324819,-5.04108455479949e-11,18262173.0255402,-31207257.6812555,8317674.23144029,-4.09841613350527,-0.43192183594775,-4.03557521859485e-11,853.108786069978,7402.4206808813,-12050.6524129459,-614.204870533267,7211.14823082637,5466.76260118889,2254.67912853672,-0.313745087482559,12132855650.4723,-9741544.67363125,-12527.7180637715,1588.42080891302,8676.08057559278
"beta_nadults_wo_a",519762.850120235,-5.83309267594782e-10,1698884.43501108,1720376.67556132,4.81085459606725,-9.56655149960241e-11,-2.27870658619912e-10,-517.528119203717,-91.7644888244571,2216.71687814643,40.922201330338,-1512.55972674817,-967.187982414227,-319.659388584337,9016.4965200909,3951.11114281881,-6.16541957206775e-10,458852.303330383,8317674.23144029,-20725448.2188838,4.84763948168655,-7.50032334104814e-05,-4.93564711458523e-10,-91.9547583976029,-514.229155036164,2215.08873654723,33.8641536440989,-1507.59017108867,-966.683720911641,-316.532694289792,0.349261369998432,15142096330.5691,-530257.122361688,2745.40433416452,-259.000339450222,-2671.5000691792
"beta_nadults_ba_a",1.12934536147074,-1.74604659436792e-16,-1.09158652991009,0.313591002403025,-0.224984979463992,-2.92355915319974e-17,-6.8209577584848e-17,0.00259733099820854,3.84896378952649e-05,0.00190429145597451,2.00657461635697e-05,-0.00253211216207728,-0.001653098721425,-0.000554836555008463,0.0151969609248373,0.00632048257260198,-1.84552354037629e-16,0.717410687147864,-4.09841613350527,4.84763948168655,-0.248330022212054,-1.69478581273507e-10,-1.47741006601152e-16,6.10535043684396e-05,0.00286346083928513,0.00201397240054967,2.26602249854716e-05,-0.00271069296779041,-0.00179072497535054,-0.00061633695845333,-0.0231564352638434,7081.82652309273,-0.51446277333684,0.00193663713816157,0.000535196727898482,-0.00451237280793231
"beta_nadults_bp_a",-0.0869033809985284,-2.22033973993289e-17,-0.0879757371003323,-1.059840137428e-05,-3.78443953309453e-17,0.0705046260139085,-8.67379119458716e-18,-6.32670407081837e-08,-7.85991609207942e-09,-2.26348088806977e-05,7.28120683082782e-06,2.25546620572653e-08,4.11518320973694e-08,6.6353013813997e-08,-0.000155617393792132,-6.05291061001168e-05,-2.34683843540985e-17,-0.432360504626573,-0.43192183594775,-7.50032334104814e-05,-1.69478581273507e-10,0.263572616753857,-1.87873123908801e-17,-7.59644221698442e-08,-7.02627837125812e-07,-0.000205223809392055,5.05236109666717e-05,2.02449555386713e-07,3.77933270441247e-07,4.42839198450935e-07,6.84334798220952e-12,-4.33703229416074e-06,-0.73271279546475,-0.000128105550271702,-3.56952499051541e-08,1.51491731715718e-07
"beta_nadults_bo_a",-7.79650529714346e-10,0,-3.0742676031228e-10,8.60979063552918e-13,-4.08734684943247e-17,1.11788664026894e-24,0,2.62873738072941e-15,5.87092689400438e-17,1.10586803223676e-14,-7.63853385153526e-16,-1.21951903380594e-14,-3.2689099040933e-15,-4.81745931745417e-15,1.32583496909925e-13,-1.01761689361191e-14,0,5.44695810148263e-10,-4.03557521859485e-11,-4.93564711458523e-10,-1.47741006601152e-16,-1.87873123908801e-17,0,1.57086888283052e-15,1.4580949718691e-15,1.27876833936967e-15,-2.87325421989489e-15,1.05446539318149e-13,-1.75665303449287e-14,1.67795549231635e-15,-3.06696262371896e-18,1.91685365503003e-07,4.04172902358187e-12,-1.11133180483511e-13,-8.74431101755816e-15,-6.2483444291585e-14
"beta_nadults_dp_b",-386.9459876486,1.85649896813644e-15,415.628419828493,-21.6756035124984,4.72161672395432e-05,-1.60066266766477e-09,7.25244164799245e-16,-11.2511120858956,-23.4939150856527,4.15533776097355,0.942346394668316,6.68054967468922,5.14552897755098,2.14653128179295,6.10479537802001,2.27293547706338,1.96226868139243e-15,-776.92040692292,853.108786069978,-91.9547583976029,6.10535043684396e-05,-7.59644221698442e-08,1.57086888283052e-15,-47.3972907994444,-22.7912714684794,7.89356595670151,2.05722316424772,13.085845209957,10.2209773369142,4.33972785570802,-3.29615773839412e-07,-134766.674080558,497.024090746077,13.7816455975085,-47.5845795799093,14.0675821777312
"beta_nadults_do_b",-3384.68957112565,1.72321944899837e-15,3694.90865297037,-193.307132803285,0.00259422828861252,-4.66785094242038e-15,6.7317831655417e-16,-23.8046748383097,-11.2511567919772,0.639810669019555,0.609263964978266,10.1017219135226,7.69516649891483,3.1687025480515,159.103891456844,61.6150112834365,1.82139587146128e-15,-6977.86809655411,7402.4206808813,-514.229155036164,0.00286346083928513,-7.02627837125812e-07,1.4580949718691e-15,-22.7912714684794,-45.2250030448239,0.830280398415232,1.23247104299274,19.1595336910876,14.8463865588575,6.23901958087705,0.000175100981604817,-752917.737053698,4500.50438599743,6.82939173305995,-18.8688371749557,21.0365288773059
"beta_nadults_wp_b",5256.72480709586,1.5112859694869e-15,-5735.80185510181,423.594119687491,0.00190385297656605,-1.28442206965489e-12,5.90386178244725e-16,0.639811833116333,4.15533015105825,-46.1955262575793,-7.80789962952018,89.671718237518,68.151215785442,28.0294327599696,74.0581760562301,31.3094941677829,1.5973879745965e-15,10191.9247827978,-12050.6524129459,2215.08873654723,0.00201397240054967,-0.000205223809392055,1.27876833936967e-15,7.89356595670151,0.830280398415232,-84.1467314475526,-15.728411760485,168.699079615519,130.842337243828,55.1783318938926,0.000134822460728153,3237582.25639145,-6633.7207858181,-133.398526378079,7.31803822876018,186.321675549675
"beta_nadults_wo_b",290.994582296929,-3.3956961989195e-15,-299.519637872392,6.60594986141409,2.04524279491986e-05,2.29492296566084e-13,-1.32653392001043e-15,0.609263481210675,0.942335074271428,-7.80789913047156,-5.68039602151989,19.0592944466752,15.3018398226746,6.79187382397644,4.29573724164087,1.11725032753212,-3.58915809651738e-15,587.585662298158,-614.204870533267,33.8641536440989,2.26602249854716e-05,5.05236109666717e-05,-2.87325421989489e-15,2.05722316424772,1.23247104299274,-15.728411760485,-15.3904277114641,41.3371893492894,34.0401875208364,15.6780317304009,2.36688084595877e-06,63359.441705498,-362.317689502222,-33.6305096719308,1.71203197530283,41.8895038568085
"beta_nadults_ba_b",-3194.06082097482,1.24619816190491e-13,3439.44953570099,-250.1234229154,-0.00253161588006373,2.08642367703441e-14,4.86829220278164e-14,10.1017237486686,6.68052704051094,89.6717187400145,19.0592946501776,-239.172433245927,-141.65174818413,-60.5714114080716,-111.190929471791,-44.9724440979701,1.31719740537722e-13,-5961.29500362423,7211.14823082637,-1507.59017108867,-0.00271069296779041,2.02449555386713e-07,1.05446539318149e-13,13.085845209957,19.1595336910876,168.699079615519,41.3371893492894,-469.684433402065,-294.003492129322,-129.773757586995,-0.000179028754251383,-2208722.32890224,3930.28215986803,286.547351164099,13.4873273073355,-434.633370111282
"beta_nadults_bp_b",-2441.89342106954,-2.07606413339438e-14,2599.43456326696,-161.430790289554,-0.00164983629219576,-3.47601754692819e-15,-8.11017632832113e-15,7.69517470899626,5.14550551187095,68.1512157776053,15.3018349326068,-141.651749299816,-154.564032133034,-48.4186261988098,-85.4455232167985,-34.5454279353098,-2.19434306155915e-14,-4662.4964825222,5466.76260118889,-966.683720911641,-0.00179072497535054,3.77933270441247e-07,-1.75665303449287e-14,10.2209773369142,14.8463865588575,130.842337243828,34.0401875208364,-294.003492129322,-312.023323953388,-106.746501713114,-0.000115469003624508,-1417553.74093321,3009.21118978484,222.553348329505,10.3571823120263,-342.418601612121
"beta_nadults_bo_b",-1012.81985466051,1.98305706740532e-15,1064.36646158543,-53.3867678960639,-0.000561512715090059,-2.10731832240306e-14,7.7468428007977e-16,3.1686988287867,2.1463658274175,28.0294212951991,6.79187337341186,-60.5714160911555,-48.4186661189485,-38.0410748073006,-35.6391940284598,-14.3972382590766,2.09603713418138e-15,-1990.51375417393,2254.67912853672,-316.532694289792,-0.00061633695845333,4.42839198450935e-07,1.67795549231635e-15,4.33972785570802,6.23901958087705,55.1783318938926,15.6780317304009,-129.773757586995,-106.746501713114,-76.6487251077635,-4.56076494684337e-05,-465020.055008746,1250.17810199819,94.2461745215695,4.30456247960099,-165.655343814045
"lambda_alone",0.0841343084813131,-3.62462647804677e-18,-0.08200972911693,0.0244493456095053,-0.0230086352059101,-6.06910053762436e-19,-1.41596588411735e-18,0.000174851423518873,-4.81776092384576e-06,0.00013441436193376,1.34135181382091e-06,-0.000178648434191351,-0.000102670135155525,-3.63967898220204e-05,0.00106689881105984,0.000445355351343563,-3.83113114614681e-18,0.0469240178094142,-0.313745087482559,0.349261369998432,-0.0231564352638434,6.84334798220952e-12,-3.06696262371896e-18,-3.29615773839412e-07,0.000175100981604817,0.000134822460728153,2.36688084595877e-06,-0.000179028754251383,-0.000115469003624508,-4.56076494684337e-05,0.0316607959760046,510.267520786697,-0.0364618566691042,0.00013402963942499,3.67386967323044e-05,-0.000308604832332006
"lambda_others",762784366.889287,2.26539393040847e-07,2477946044.00111,2588520446.42755,7028.54713742715,5.83501203106325e-09,8.84979607960454e-08,-756733.782010154,-134245.067701242,3239243.91871919,64257.0358071849,-2212541.03430444,-1415269.23342842,-468044.812221314,13201948.2529604,5779512.1337099,2.39445948365879e-07,669873495.78576,12132855650.4723,15142096330.5691,7081.82652309273,-4.33703229416074e-06,1.91685365503003e-07,-134766.674080558,-752917.737053698,3237582.25639145,63359.441705498,-2208722.32890224,-1417553.74093321,-465020.055008746,510.267520786697,-44330702541627.9,-774870426.042786,4024234.39312272,-378829.856918151,-3909131.55179158
"lambda_parent",4859402.04624329,4.77663402959925e-12,-4627523.29191367,-96436.0264221692,-0.501688100958561,5.31159191281014e-07,1.86599939822523e-12,2448.73407040321,268.478395209094,-3725.05922577442,-187.443587064147,2212.27572576381,1650.25936118658,664.16618892912,-13948.180421879,-5844.23841357099,5.04877165009396e-12,10289298.4460158,-9741544.67363125,-530257.122361688,-0.51446277333684,-0.73271279546475,4.04172902358187e-12,497.024090746077,4500.50438599743,-6633.7207858181,-362.317689502222,3930.28215986803,3009.21118978484,1250.17810199819,-0.0364618566691042,-774870426.042786,-6206231.46767644,-6840.30242672123,940.029044075212,4511.41609572024
"lambda_walk",5364.70193595939,-1.31340455685643e-13,-6012.88888781805,536.664190283422,0.00185439808534094,-8.26170607924858e-13,-5.13083501380573e-14,4.01846322315229,7.30365436867922,-75.9062048419903,-15.7901960408365,153.662014725505,116.500781354866,47.8619448811266,60.5322851378547,25.241573726117,-1.38823272845906e-13,10179.2141456276,-12527.7180637715,2745.40433416452,0.00193663713816157,-0.000128105550271702,-1.11133180483511e-13,13.7816455975085,6.82939173305995,-133.398526378079,-33.6305096719308,286.547351164099,222.553348329505,94.2461745215695,0.00013402963942499,4024234.39312272,-6840.30242672123,-228.439828197614,13.4383143400314,318.53674079212
"lambda_drive",-695.24046457264,-1.03342835029677e-14,800.03523444701,-72.3510330518545,0.000495124991309567,-6.94264875727486e-15,-4.03710367554463e-15,-10.8569021629243,-24.4920013807066,4.25193984398415,0.841567554237306,7.3566791957828,5.54038954523919,2.25023132155063,21.6038881793009,8.31378609147554,-1.09230552833863e-14,-1375.08290891141,1588.42080891302,-259.000339450222,0.000535196727898482,-3.56952499051541e-08,-8.74431101755816e-15,-47.5845795799093,-18.8688371749557,7.31803822876018,1.71203197530283,13.4873273073355,10.3571823120263,4.30456247960099,3.67386967323044e-05,-378829.856918151,940.029044075212,13.4383143400314,-46.8834960624756,15.1446864246748
"lambda_bike",-3684.62505335697,-7.38447690452171e-14,4114.32648320786,-436.925270114115,-0.00432364729914018,-1.46999345441562e-14,-2.8847572107595e-14,11.6402939781146,7.43994002635658,104.605148936062,19.9973592533657,-226.504423249623,-176.167854327221,-83.2383663430034,-125.878875527283,-51.0012215761253,-7.80519031085384e-14,-6492.15028069653,8676.08057559278,-2671.5000691792,-0.00451237280793231,1.51491731715718e-07,-6.2483444291585e-14,14.0675821777312,21.0365288773059,186.321675549675,41.8895038568085,-434.633370111282,-342.418601612121,-165.655343814045,-0.000308604832332006,-3909131.55179158,4511.41609572024,318.53674079212,15.1446864246748,-497.492742053146
