"asc_dp","asc_do","asc_wa","asc_wp","asc_wo","asc_ba","asc_bp","asc_bo","beta_nadults_dp","beta_nadults_do","beta_nadults_wa","beta_nadults_wp","beta_nadults_wo","beta_nadults_ba","beta_nadults_bp","beta_nadults_bo","lambda_alone","lambda_others","lambda_parent","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-22129.4168865546
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-22129.4168865546
0.305711905704811,-0.0832159577403218,0,0.0397279935423285,-0.046479974873364,-0.0597919675055891,-0.0695839608088136,-0.0778399610426277,-0.165479688439518,0.607512357411906,0,0.0773363232146949,-0.0896396820899099,-0.119271690724418,-0.138663687044755,-0.153447688790038,0.952644145349041,0.771998469019309,1.30305867060088,-15514.5146936539
0.433657149714465,-0.189835064911329,0,0.0903010956111147,0.0476653956068612,-0.10321640452928,-0.256511925834922,-0.154747535759376,-0.35269508512383,0.672289426384872,0,0.185706569747807,0.139570395552655,-0.174127432096651,-0.484392872627381,-0.27244497723305,0.984719123177373,0.637718978551725,0.884930041769887,-14824.8340129677
0.446559155057942,-0.213015435129884,0,0.130864009795194,0.0405550561289248,-0.119048601147813,-0.285405664441287,-0.170268970276979,-0.390762736984383,0.629009586137447,0,0.273277784615051,0.137943317499087,-0.19419538050041,-0.533146546272252,-0.29164909153073,0.98772759553757,0.589421332643115,0.854926353143973,-14680.3759979008
0.577915286071496,-0.265761162874336,0,0.171526126748447,-0.0971839631307676,-0.186999353418242,-0.327515238918386,-0.18958039984645,-0.458513907831383,0.557439909812496,0,0.384886519997052,-0.0833379798112958,-0.270016932664099,-0.5762647923194,-0.27054355135817,0.983955691873841,0.474271056973405,0.619496264862048,-14616.8451692912
0.676498342246907,-0.309987262565504,0,0.144055145935586,-0.126952727154999,-0.245230754705726,-0.317157616650207,-0.232904719588471,-0.514828097747039,0.464949071102788,0,0.353906334019238,-0.0970421248082785,-0.332295366780662,-0.525729767496061,-0.301944960531767,0.960261543507272,0.378546622958825,0.575150365852398,-14542.7193056076
1.09395769622356,-0.440635709387821,0,0.126294561009374,-0.205506686198733,-0.40445970646994,-0.419509777429603,-0.343531097860285,-0.641159835499047,0.195198873215471,0,0.269773713151015,-0.111947970798524,-0.413403298192072,-0.597046720130077,-0.220131380376788,0.867735242112891,0.543603893761207,0.637100701476644,-14505.0252276055
1.91905069652243,-0.665227790410044,0,0.219995919742224,-0.420692163066255,-0.52431059427312,-0.598694604897666,-0.765343947766731,-0.7881161619191,-0.293342541297461,0,0.0833428676265836,-0.204010990816943,-0.139631224204944,-0.651475941944388,-0.399555569678978,0.941648296939565,0.83451002034717,0.726821845231552,-14504.9840992843
2.21045226722753,-0.751130580295213,0,0.496927541892442,-0.504579134153808,-0.636970852835062,-0.618666080491766,-0.988965396758243,-0.774937541343332,-0.382336693089247,0,0.0557640739172168,-0.153035040075153,-0.120801539912234,-0.507793950191348,-0.488415904963851,0.8533864767012,1.03979901973366,0.673516052358925,-14466.1486972417
2.45728815742874,-1.01226382926066,0,1.0668037834845,-0.673950858548324,-0.784198215700579,-0.68373343980167,-1.26912668977299,-0.966531169247996,-0.492365439691906,0,-0.17836573144341,-0.100304772654927,-0.0404335008023574,-0.319728685227763,-0.456805371064566,0.816682601927203,1.24721829878735,0.63971440971758,-14362.7257572723
2.39230007387564,-1.37712763899855,0,1.16220207359563,-0.746381865929899,-0.832261870803493,-0.673420362845926,-1.72803109927338,-1.26015771914918,-0.481171225904177,0,-0.189037513820354,-0.159487109397999,-0.281642610406841,-0.102622732975166,-0.521963835808628,1.09705452390636,1.66186398714098,0.602809606139125,-14323.3223812213
2.4200148858963,-1.47755256023831,0,1.15975638609317,-0.760814490261104,-0.829231638745667,-0.632280757176965,-1.83504145179642,-1.30829993397708,-0.457717715384253,0,-0.136920171694435,-0.123888256497787,-0.284720836592442,-0.0245328454847149,-0.439523109172609,1.18302153105776,1.71629529339512,0.586039927700247,-14313.5024427671
2.3928731121078,-1.75846770317586,0,1.18676973662756,-0.900380627354467,-0.92173110260395,-0.467976938815751,-2.42226742404912,-1.1027590637429,-0.409835220963758,0,-0.12312441722174,-0.0169228665033141,-0.400788179309256,-0.0547475169868526,-0.114941674576817,1.46033240331893,1.72884613770794,0.59300813309858,-14269.4563465025
1.86296962685737,-3.36029961192191,0,1.01696379456885,-0.142235652609986,-1.50765584794214,0.56959167750997,-5.06154536236235,-0.690812004754044,-0.183506286076895,0,-0.00455654767548533,-0.504019764656615,0.153534753997013,-0.378318280524537,1.01243954209582,0.950391041296757,1.75176239356484,0.490868101777224,-14178.519692424
1.80035187873377,-3.97477897068928,0,1.00639211117938,0.134301590799355,-1.38534511109647,0.0193873152062429,-5.23342306346321,-0.271897357921275,-0.144933530142244,0,-0.0130246884548294,-0.631830919055572,0.161813347683721,-0.114018337667653,1.13179994754882,0.843019016843688,1.64246659189924,0.497801780083227,-14138.3889186295
1.57033250188931,-5.72203137959802,0,0.869283422448587,-0.439572146014629,-1.16123540980866,-0.0644656195581323,-4.69842584401231,0.425458612984152,-0.0608159322902262,0,0.0230058746682037,-0.450985595975645,0.316340744563274,-0.0208768263063223,0.704048304677169,0.338911563124469,1.71396055946544,0.492477024059597,-14112.9569428097
1.64469090060807,-6.50400000610988,0,1.01615348159794,-0.356952703443525,-1.09148651610373,0.187230418497186,-4.25423038605085,0.797774440845513,-0.0659183948911973,0,-0.0209747551070954,-0.484919351888646,0.246247096287889,-0.0617678592277278,0.471668156576708,0.412815282581794,1.75568736726504,0.491561588655285,-14072.2403203021
1.68632294949377,-6.59510584096206,0,1.06374355035897,-0.362493991766268,-0.846611603004657,0.253967883756655,-4.22049947342954,0.832020740673252,-0.086440240088309,0,-0.0434541162937982,-0.486228203670844,0.165374209273516,-0.0903690210269593,0.455782053869391,0.353865192781705,1.74660264989974,0.488571739749117,-14061.7464666151
1.76351140581917,-6.7073790199799,0,1.14933508715375,-0.365267055892932,-0.402300552371459,0.364799078241912,-4.09664049591884,0.879221267386205,-0.121480863604938,0,-0.0818699951236806,-0.485629910341492,0.0297789344610334,-0.139884981060701,0.410373852148629,0.245698595850286,1.71695832351365,0.485201131446107,-14039.9305250342
1.76983001614394,-6.62154542848081,0,1.17417478432761,-0.462168155891703,-0.272815346970439,0.367937567496689,-4.05327335072012,0.847967480539262,-0.119698351969943,0,-0.0875401708736137,-0.433211184158108,-0.00505527735065356,-0.138339875523229,0.405880563366113,0.213768842753824,1.69254218752864,0.483198738846638,-14026.5879419207
1.64666765146514,-5.83282003328076,0,1.10101160670518,-1.00012328102898,-0.45470952130934,0.110058734531488,-3.93891203326352,0.585296453708468,-0.0421018870258828,0,-0.0334811407989208,-0.133143535843637,0.0545154449642164,-0.0372779729762354,0.429308530990466,0.277504073954245,1.58740475676823,0.486964462728817,-13998.4093862957
1.61874054022078,-5.21128026119771,0,1.07273529440387,-1.24581838307069,-0.312553033405016,0.138741038778433,-3.92386194297914,0.310776362474586,-0.0221937286176588,0,-0.018153638497121,0.00651415980201497,0.0205570149781752,-0.0383439037450157,0.472261427208823,0.233305127940633,1.50961427341923,0.482534512047043,-13983.6938566515
1.57552859817356,-5.03202124714831,0,1.04663429523269,-1.3558751012539,-0.227074572628044,0.0813443909098701,-3.77178709550968,0.294969124389322,-0.000788922163185685,0,-0.00628849558918728,0.0841720021970211,-0.000320411207848228,-0.0203427305829169,0.450485010120601,0.206179671045085,1.41647581615445,0.481680479608387,-13976.4488175231
1.50960597100238,-4.18695988974648,0,1.00949152774036,-1.55581903706716,-0.229551560710778,-0.0306277933212434,-3.6648187608334,-0.033809740146471,0.0292589571719437,0,0.00987428159050392,0.215034643726602,-0.00274415290797732,0.0308108547114537,0.465268933183616,0.205768149795539,1.29265502561271,0.478103133626688,-13969.7625621316
1.46016222846627,-3.90376508376004,0,0.939213389607142,-1.62291364019684,-0.231348033305889,-0.0873648905565445,-3.37382623923773,-0.0312743217793708,0.0556905160131204,0,0.0381785291345172,0.291131659167084,0.000952810537787575,0.0361342654655034,0.409408004761792,0.208082543581779,1.13943294971594,0.485322585450211,-13964.2484408155
1.44246941932467,-3.71234501558692,0,0.936269948777613,-1.59862688264931,-0.218152424391923,-0.105919245203213,-3.26748519327266,-0.0501888287425842,0.0650600614481359,0,0.0401385633674523,0.304346075876601,-0.00145203581550207,0.0455073356006151,0.403682369129475,0.203912397119142,1.04607039224834,0.484288234768618,-13961.2297286841
1.42647506823882,-3.61116415273547,0,0.911192095560569,-1.54716535822646,-0.228063810693961,-0.144125629883756,-3.1831276774131,-0.0188568569346937,0.0719175669486706,0,0.0487705471005914,0.302344982471885,0.00083344396006515,0.0556459956151985,0.403979150113774,0.209415390596643,0.957349384468497,0.487023351651835,-13958.5434844077
1.44153427145842,-3.6379141710674,0,0.936737176844882,-1.28616757118169,-0.231730498364235,-0.11911091355806,-3.07907204392979,0.193343144159493,0.0630428528463091,0,0.0347865685876502,0.233481173931715,0.00425735368427819,0.0467426545116634,0.443929642056469,0.213025867441681,0.734104369435088,0.487802902663051,-13957.9728084429
1.45937899617825,-3.93125634032663,0,0.936348354439319,-1.37397520396959,-0.247249324825343,-0.119045220651814,-3.2234226397767,0.198808697469084,0.0530231837076204,0,0.034389658726827,0.23589115085307,0.00599691845725784,0.0510684023432873,0.429276228656855,0.218204022153343,0.89639569481317,0.487847668462775,-13954.9026323777
1.48115667877387,-3.82752983011668,0,0.952506387143902,-1.36284905498729,-0.254721646479386,-0.0812068738414709,-3.18860569541289,0.169233892785425,0.0405660501408445,0,0.024984822841658,0.237361866380406,0.0060938264026183,0.0297006277977357,0.419135179957948,0.221200039279036,0.875018605439594,0.489722572894008,-13954.46951115
1.49843892538887,-3.92217255261139,0,0.970014634335051,-1.31009210673422,-0.251111220543455,-0.0572226742518847,-3.18881469711782,0.228928944349504,0.0316398222912856,0,0.0165703549478876,0.215499352378668,0.004719041532807,0.020716777886875,0.419775426314604,0.219620121887334,0.861403424109841,0.489450441781194,-13954.3581266902
1.49756102604769,-3.9014597705112,0,0.968682427616289,-1.32569189643741,-0.250311962172737,-0.0597777443267744,-3.1889727784946,0.215333321332827,0.0324148396653314,0,0.0176033871544351,0.222077842553706,0.00456050188244397,0.0226171542124028,0.419606526689083,0.218744123564592,0.863850152100438,0.489287968135412,-13954.3416561086
1.4967250007239,-3.91186830662463,0,0.968627751396016,-1.32863590974081,-0.250152994417213,-0.0566676560670276,-3.19090295351428,0.218391672793734,0.0331315964036556,0,0.0181181677232838,0.222926899626412,0.00460855178764817,0.0214579634163576,0.420600449518334,0.218024877509386,0.865065678404008,0.488931702431323,-13954.3370577911
1.49716044622363,-3.92976302948613,0,0.968192797307878,-1.33135696640488,-0.248197840523632,-0.0579628556420735,-3.19125248083812,0.226996313568096,0.0330886566837672,0,0.0185624248401943,0.224026076190206,0.00416479116893176,0.0226245257863708,0.42118024417961,0.216884813412693,0.864294914558704,0.488767046380787,-13954.3352722905
1.49759842760751,-3.92926248710979,0,0.969452200914165,-1.32942549433215,-0.248029670147114,-0.0557289063649963,-3.19255040460928,0.226451180379444,0.0329468829185793,0,0.018143530271751,0.223206420564686,0.00417109097072743,0.0219927662919718,0.422087330808294,0.216757904834034,0.863982455878701,0.488562611350832,-13954.335007849
1.49739120473763,-3.93010605453829,0,0.969112585006192,-1.32933534855627,-0.248280444937679,-0.0563522487685963,-3.19105647657393,0.22714308180103,0.0330238705286779,0,0.0182556976067162,0.223233979114212,0.00423007174541843,0.0221283654351467,0.421558140318496,0.216894340684011,0.863738125730274,0.488611429140497,-13954.3349599255
1.49739120473763,-3.93010605453829,0,0.969112585006192,-1.32933534855627,-0.248280444937679,-0.0563522487685963,-3.19105647657393,0.22714308180103,0.0330238705286779,0,0.0182556976067162,0.223233979114212,0.00423007174541843,0.0221283654351467,0.421558140318496,0.216894340684011,0.863738125730274,0.488611429140497,-13954.3349599255
1.49739120473763,-3.93010605453829,0,0.969112585006192,-1.32933534855627,-0.248280444937679,-0.0563522487685963,-3.19105647657393,0.22714308180103,0.0330238705286779,0,0.0182556976067162,0.223233979114212,0.00423007174541843,0.0221283654351467,0.421558140318496,0.216894340684011,0.863738125730274,0.488611429140497,-13954.3349599255
1.49735658057084,-3.93069022189797,0,0.969103627133647,-1.32934161613387,-0.248280069912847,-0.056352081153821,-3.1907837487566,0.227138433794135,0.033023623712772,0,0.0182557997777692,0.223232838897051,0.00423003999501651,0.0221283583509245,0.42156531275055,0.216896111327952,0.863707620660522,0.488619574622387,-13954.3349596588
